smiles,n_atoms,n_stereocenters,mol_id,diastereomer_id
[H:22][C:8]1=[C:9]([C@:5]2([C@:4]3([C:3](=[C:2]([C:12]([C@:11]3([C@@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,7
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@@:12]([C@@:14]([C@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,1
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@@:12]([C@@:14]([C@@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,2
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@:12]([C@@:14]([C@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,3
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@:12]([C@@:14]([C@@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,4
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@@:12]([C@:14]([C@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,5
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@@:12]([C@:14]([C@@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,6
[H:24][c:9]1[c:8]([c:7]([c:6]2[c:11]([c:10]1[H:25])[C@:12]([C@:14]([C@:4]([S:5]2)([H:21])[O:3][C:2]([H:19])([H:20])[C:1]([H:16])([H:17])[H:18])([H:28])[Cl:15])([H:26])[O:13][H:27])[H:22])[H:23],28,3,596,7
[H:19][c:5]1[c:4]([c:3]([c:14]([c:13]([c:6]1[C@:7]([H:20])([C@:9]([H:22])([C:11]([H:24])([H:25])[O:12][H:26])[O:10][H:23])[O:8][H:21])[H:27])[H:28])[S:2][C:1]([H:15])([H:16])[H:17])[H:18],28,2,597,1
[H:19][c:5]1[c:4]([c:3]([c:14]([c:13]([c:6]1[C@@:7]([H:20])([C@:9]([H:22])([C:11]([H:24])([H:25])[O:12][H:26])[O:10][H:23])[O:8][H:21])[H:27])[H:28])[S:2][C:1]([H:15])([H:16])[H:17])[H:18],28,2,597,2
[H:19][c:5]1[c:4]([c:3]([c:14]([c:13]([c:6]1[C@:7]([H:20])([C@@:9]([H:22])([C:11]([H:24])([H:25])[O:12][H:26])[O:10][H:23])[O:8][H:21])[H:27])[H:28])[S:2][C:1]([H:15])([H:16])[H:17])[H:18],28,2,597,3
[H:26][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:27])[H:28])/[C:2](=[C:3](\[H:17])/[C@:4]2([C@:6]([C:5]2([H:19])[H:20])([H:21])[N:7]([H:22])[H:23])[H:18])/[C:1]([H:14])([H:15])[H:16])[H:24])[H:25],28,2,598,1
[H:26][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:27])[H:28])/[C:2](=[C:3](/[H:17])\[C@:4]2([C@:6]([C:5]2([H:19])[H:20])([H:21])[N:7]([H:22])[H:23])[H:18])/[C:1]([H:14])([H:15])[H:16])[H:24])[H:25],28,2,598,2
[H:26][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:27])[H:28])/[C:2](=[C:3](\[H:17])/[C@@:4]2([C@:6]([C:5]2([H:19])[H:20])([H:21])[N:7]([H:22])[H:23])[H:18])/[C:1]([H:14])([H:15])[H:16])[H:24])[H:25],28,2,598,3
[H:26][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:27])[H:28])/[C:2](=[C:3](/[H:17])\[C@@:4]2([C@:6]([C:5]2([H:19])[H:20])([H:21])[N:7]([H:22])[H:23])[H:18])/[C:1]([H:14])([H:15])[H:16])[H:24])[H:25],28,2,598,4
[H:26][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:27])[H:28])/[C:2](=[C:3](\[H:17])/[C@:4]2([C@@:6]([C:5]2([H:19])[H:20])([H:21])[N:7]([H:22])[H:23])[H:18])/[C:1]([H:14])([H:15])[H:16])[H:24])[H:25],28,2,598,5
[H:26][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:27])[H:28])/[C:2](=[C:3](/[H:17])\[C@:4]2([C@@:6]([C:5]2([H:19])[H:20])([H:21])[N:7]([H:22])[H:23])[H:18])/[C:1]([H:14])([H:15])[H:16])[H:24])[H:25],28,2,598,6
[H:20][C@@:5]([C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,1
[H:20][C@@:5]([C@@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,2
[H:20][C@:5]([C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,3
[H:20][C@:5]([C@@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,4
[H:20][C@@:5]([C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,5
[H:20][C@@:5]([C@@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,6
[H:20][C@:5]([C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([C@@:7]([H:24])([C:9]([H:26])([H:27])[N:10]([H:28])[H:29])[O:8][H:25])[C:6]([H:21])([H:22])[H:23],29,3,599,7
[H:26][C@@:10]1([C@:5]([N:6]=[C:7]([C:9]1([H:24])[H:25])[N:8]([H:22])[H:23])([H:21])[C:4]([H:19])([H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[C:11]([H:27])([H:28])[H:29],29,2,600,1
[H:26][C@@:10]1([C@@:5]([N:6]=[C:7]([C:9]1([H:24])[H:25])[N:8]([H:22])[H:23])([H:21])[C:4]([H:19])([H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[C:11]([H:27])([H:28])[H:29],29,2,600,2
[H:26][C@:10]1([C@:5]([N:6]=[C:7]([C:9]1([H:24])[H:25])[N:8]([H:22])[H:23])([H:21])[C:4]([H:19])([H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[C:11]([H:27])([H:28])[H:29],29,2,600,3
[H:27][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:28])[H:29])[C@:7]2([C@:2]([C:3]([C:4]([C:5]([C:6]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:15])[O:1][H:14])[H:24])[H:25])[H:26],29,2,601,1
[H:27][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:28])[H:29])[C@:7]2([C@@:2]([C:3]([C:4]([C:5]([C:6]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:15])[O:1][H:14])[H:24])[H:25])[H:26],29,2,601,2
[H:27][c:11]1[c:10]([c:9]([c:8]([c:13]([c:12]1[H:28])[H:29])[C@@:7]2([C@:2]([C:3]([C:4]([C:5]([C:6]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:15])[O:1][H:14])[H:24])[H:25])[H:26],29,2,601,3
[H:19][C@@:4]1([C@:9]([N:8]=[C:6]([C:5]1([H:20])[H:21])[N:7]([H:22])[H:23])([H:24])[C:10]([H:25])([H:26])[C:11]([H:27])([H:28])[H:29])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14],29,2,602,1
[H:19][C@:4]1([C@:9]([N:8]=[C:6]([C:5]1([H:20])[H:21])[N:7]([H:22])[H:23])([H:24])[C:10]([H:25])([H:26])[C:11]([H:27])([H:28])[H:29])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14],29,2,602,2
[H:19][C@@:4]1([C@@:9]([N:8]=[C:6]([C:5]1([H:20])[H:21])[N:7]([H:22])[H:23])([H:24])[C:10]([H:25])([H:26])[C:11]([H:27])([H:28])[H:29])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14],29,2,602,3
[H:27][c:10]1[c:9]([c:8]([c:7]([c:12]([c:11]1[H:28])[H:29])[C:6]([H:23])([H:24])[C@@:4]([H:19])([C@@:2]([H:16])([C:1]([H:13])([H:14])[H:15])[N:3]([H:17])[H:18])[C:5]([H:20])([H:21])[H:22])[H:25])[H:26],29,2,603,1
[H:27][c:10]1[c:9]([c:8]([c:7]([c:12]([c:11]1[H:28])[H:29])[C:6]([H:23])([H:24])[C@@:4]([H:19])([C@:2]([H:16])([C:1]([H:13])([H:14])[H:15])[N:3]([H:17])[H:18])[C:5]([H:20])([H:21])[H:22])[H:25])[H:26],29,2,603,2
[H:27][c:10]1[c:9]([c:8]([c:7]([c:12]([c:11]1[H:28])[H:29])[C:6]([H:23])([H:24])[C@:4]([H:19])([C@@:2]([H:16])([C:1]([H:13])([H:14])[H:15])[N:3]([H:17])[H:18])[C:5]([H:20])([H:21])[H:22])[H:25])[H:26],29,2,603,3
[H:17][C@@:3]([C:4]([H:18])([H:19])[H:20])([C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[N:5]([C@@:8]([H:21])([C:9]([H:22])([H:23])[H:24])[C:10]([H:25])([H:26])[C:11]([H:27])([H:28])[H:29])[N:6]=[O:7],29,2,604,1
[H:17][C@:3]([C:4]([H:18])([H:19])[H:20])([C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[N:5]([C@@:8]([H:21])([C:9]([H:22])([H:23])[H:24])[C:10]([H:25])([H:26])[C:11]([H:27])([H:28])[H:29])[N:6]=[O:7],29,2,604,2
[H:17][C@@:3]([C:4]([H:18])([H:19])[H:20])([C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[N:5]([C@:8]([H:21])([C:9]([H:22])([H:23])[H:24])[C:10]([H:25])([H:26])[C:11]([H:27])([H:28])[H:29])[N:6]=[O:7],29,2,604,3
[H:18][C@@:4]([C@:6]([H:22])([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26])([C:5]([H:19])([H:20])[H:21])[C:3]([H:16])([H:17])[S:2][C:1]([H:13])([H:14])[H:15],29,2,605,1
[H:18][C@:4]([C@:6]([H:22])([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26])([C:5]([H:19])([H:20])[H:21])[C:3]([H:16])([H:17])[S:2][C:1]([H:13])([H:14])[H:15],29,2,605,2
[H:18][C@@:4]([C@@:6]([H:22])([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26])([C:5]([H:19])([H:20])[H:21])[C:3]([H:16])([H:17])[S:2][C:1]([H:13])([H:14])[H:15],29,2,605,3
[H:29][C@:12]12/[C:3](=[N:2]\[O:1][H:13])/[C:4]([C:5]([C:6]([C@@:7]1([C:8]([C:9]([C:10]([C:11]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],29,2,606,1
[H:29][C@:12]12/[C:3](=[N:2]/[O:1][H:13])/[C:4]([C:5]([C:6]([C@@:7]1([C:8]([C:9]([C:10]([C:11]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],29,2,606,2
[H:29][C@:12]12/[C:3](=[N:2]\[O:1][H:13])/[C:4]([C:5]([C:6]([C@:7]1([C:8]([C:9]([C:10]([C:11]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],29,2,606,3
[H:29][C@:12]12/[C:3](=[N:2]/[O:1][H:13])/[C:4]([C:5]([C:6]([C@:7]1([C:8]([C:9]([C:10]([C:11]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],29,2,606,4
[H:29][C@@:12]12/[C:3](=[N:2]\[O:1][H:13])/[C:4]([C:5]([C:6]([C@@:7]1([C:8]([C:9]([C:10]([C:11]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],29,2,606,5
[H:29][C@@:12]12/[C:3](=[N:2]/[O:1][H:13])/[C:4]([C:5]([C:6]([C@@:7]1([C:8]([C:9]([C:10]([C:11]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],29,2,606,6
[H:16][C@:3]12[C:2]([C:1]([C:10]([C@@:9]3([C:8]1([C:7]([C:6]([C:5]([C:4]2([H:17])[H:18])([C:11]3([H:28])[H:29])[H:19])([H:20])[H:21])([H:22])[H:23])[H:24])[H:25])([H:26])[H:27])([H:12])[H:13])([H:14])[H:15],29,2,607,1
[H:16][C@:3]12[C:2]([C:1]([C:10]([C@:9]3([C:8]1([C:7]([C:6]([C:5]([C:4]2([H:17])[H:18])([C:11]3([H:28])[H:29])[H:19])([H:20])[H:21])([H:22])[H:23])[H:24])[H:25])([H:26])[H:27])([H:12])[H:13])([H:14])[H:15],29,2,607,2
[H:18][C@@:4]([C@:6]([H:22])([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26])([C:5]([H:19])([H:20])[H:21])[C:3]([H:16])([H:17])[O:2][C:1]([H:13])([H:14])[H:15],29,2,608,1
[H:18][C@:4]([C@:6]([H:22])([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26])([C:5]([H:19])([H:20])[H:21])[C:3]([H:16])([H:17])[O:2][C:1]([H:13])([H:14])[H:15],29,2,608,2
[H:18][C@@:4]([C@@:6]([H:22])([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26])([C:5]([H:19])([H:20])[H:21])[C:3]([H:16])([H:17])[O:2][C:1]([H:13])([H:14])[H:15],29,2,608,3
[H:12][C:1](=[C:2]([C@:4]1([C@:10]([C:9]([C@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,1
[H:12][C:1](=[C:2]([C@@:4]1([C@:10]([C:9]([C@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,2
[H:12][C:1](=[C:2]([C@:4]1([C@:10]([C:9]([C@@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,3
[H:12][C:1](=[C:2]([C@@:4]1([C@:10]([C:9]([C@@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,4
[H:12][C:1](=[C:2]([C@:4]1([C@@:10]([C:9]([C@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,5
[H:12][C:1](=[C:2]([C@@:4]1([C@@:10]([C:9]([C@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,6
[H:12][C:1](=[C:2]([C@:4]1([C@@:10]([C:9]([C@@:7]([C:6]([C:5]1([H:18])[H:19])([H:20])[H:21])([H:22])[C:8]([H:23])([H:24])[H:25])([H:26])[H:27])([H:28])[O:11][H:29])[H:17])[C:3]([H:14])([H:15])[H:16])[H:13],29,3,609,7
[H:27][C@@:11]12[C@@:5]([C:4]([C:3]([N@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,1
[H:27][C@@:11]12[C@@:5]([C:4]([C:3]([N@@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,2
[H:27][C@@:11]12[C@:5]([C:4]([C:3]([N@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,3
[H:27][C@@:11]12[C@:5]([C:4]([C:3]([N@@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,4
[H:27][C@:11]12[C@@:5]([C:4]([C:3]([N@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,5
[H:27][C@:11]12[C@@:5]([C:4]([C:3]([N@@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,6
[H:27][C@:11]12[C@:5]([C:4]([C:3]([N@:2]([C:12]1([H:28])[H:29])[C:1]([H:13])([H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([O:7][C:8]([C:9]([C:10]2([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])[O:6][H:20],29,2,610,7
[H:22][C@:6]([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])([C:5]([H:20])([H:21])[C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[O:2][C:1]([H:13])([H:14])[H:15])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26],29,2,611,1
[H:22][C@:6]([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])([C:5]([H:20])([H:21])[C@@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[O:2][C:1]([H:13])([H:14])[H:15])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26],29,2,611,2
[H:22][C@@:6]([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])([C:5]([H:20])([H:21])[C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[O:2][C:1]([H:13])([H:14])[H:15])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26],29,2,611,3
[H:22][C@@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@:12]1([O:13][C@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,1
[H:22][C@@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@:12]1([O:13][C@@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,2
[H:22][C@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@:12]1([O:13][C@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,3
[H:22][C@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@:12]1([O:13][C@@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,4
[H:22][C@@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@@:12]1([O:13][C@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,5
[H:22][C@@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@@:12]1([O:13][C@@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,6
[H:22][C@:6]12[C:7](=[O:8])[C:9]([C:10]([C:11]([C@@:12]1([O:13][C@:3]([C:4]([C:5]2([H:20])[H:21])([H:18])[H:19])([H:17])[O:2][C:1]([H:14])([H:15])[H:16])[H:29])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24],29,3,612,7
[H:22][C@:6]([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])([C:5]([H:20])([H:21])[C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[S:2][C:1]([H:13])([H:14])[H:15])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26],29,2,613,1
[H:22][C@:6]([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])([C:5]([H:20])([H:21])[C@@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[S:2][C:1]([H:13])([H:14])[H:15])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26],29,2,613,2
[H:22][C@@:6]([C:9]([H:27])([H:28])[C:10](=[O:11])[O:12][H:29])([C:5]([H:20])([H:21])[C@:3]([H:16])([C:4]([H:17])([H:18])[H:19])[S:2][C:1]([H:13])([H:14])[H:15])[C:7]([H:23])([H:24])[N:8]([H:25])[H:26],29,2,613,3
[H:15][C:3]1=[C:2]([C:11]([C@:9]([C@:6]([C@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,1
[H:15][C:3]1=[C:2]([C:11]([C@:9]([C@:6]([C@@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,2
[H:15][C:3]1=[C:2]([C:11]([C@:9]([C@@:6]([C@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,3
[H:15][C:3]1=[C:2]([C:11]([C@:9]([C@@:6]([C@@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,4
[H:15][C:3]1=[C:2]([C:11]([C@@:9]([C@:6]([C@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,5
[H:15][C:3]1=[C:2]([C:11]([C@@:9]([C@:6]([C@@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,6
[H:15][C:3]1=[C:2]([C:11]([C@@:9]([C@@:6]([C@:4]1([H:16])[C:5]([H:17])([H:18])[H:19])([H:20])[C:7]([H:21])([H:22])[O:8][H:23])([H:24])[C:10]([H:25])([H:26])[H:27])([H:28])[H:29])[C:1]([H:12])([H:13])[H:14],29,3,614,7
[H:21][C@:5]([C:7](=[O:8])[N:9]([C:10]([H:24])([H:25])[H:26])[C:11]([H:27])([H:28])[H:29])([C@:3]([H:17])([C:4]([H:18])([H:19])[H:20])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[N:6]([H:22])[H:23],29,2,615,1
