smiles,n_atoms,n_stereocenters,mol_id,diastereomer_id
[H:25][C@:10]1([C@:12]([C@@:3]([O:4][C@@:5]([C@@:8]1([H:23])[O:9][H:24])([H:19])[C:6]([H:20])([H:21])[O:7][H:22])([H:18])[C:2]([H:16])([H:17])[N:1]([H:14])[H:15])([H:27])[O:13][H:28])[O:11][H:26],28,5,582,26
[H:25][C@:10]1([C@:12]([C@:3]([O:4][C@:5]([C@@:8]1([H:23])[O:9][H:24])([H:19])[C:6]([H:20])([H:21])[O:7][H:22])([H:18])[C:2]([H:16])([H:17])[N:1]([H:14])[H:15])([H:27])[O:13][H:28])[O:11][H:26],28,5,582,27
[H:25][C@:10]1([C@:12]([C@@:3]([O:4][C@:5]([C@@:8]1([H:23])[O:9][H:24])([H:19])[C:6]([H:20])([H:21])[O:7][H:22])([H:18])[C:2]([H:16])([H:17])[N:1]([H:14])[H:15])([H:27])[O:13][H:28])[O:11][H:26],28,5,582,28
[H:25][C@:10]1([C@:12]([C@:3]([O:4][C@@:5]([C@:8]1([H:23])[O:9][H:24])([H:19])[C:6]([H:20])([H:21])[O:7][H:22])([H:18])[C:2]([H:16])([H:17])[N:1]([H:14])[H:15])([H:27])[O:13][H:28])[O:11][H:26],28,5,582,29
[H:25][C@:10]1([C@:12]([C@@:3]([O:4][C@@:5]([C@:8]1([H:23])[O:9][H:24])([H:19])[C:6]([H:20])([H:21])[O:7][H:22])([H:18])[C:2]([H:16])([H:17])[N:1]([H:14])[H:15])([H:27])[O:13][H:28])[O:11][H:26],28,5,582,30
[H:25][C@:10]1([C@:12]([C@:3]([O:4][C@:5]([C@:8]1([H:23])[O:9][H:24])([H:19])[C:6]([H:20])([H:21])[O:7][H:22])([H:18])[C:2]([H:16])([H:17])[N:1]([H:14])[H:15])([H:27])[O:13][H:28])[O:11][H:26],28,5,582,31
[H:26][c:11]1[c:10]([c:8]([c:7]([c:6]2[c:12]1[C@@:13]([C@:2]([C:3]([C:4]([C:5]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:17])[N:1]([H:15])[H:16])([H:27])[O:14][H:28])[H:24])[Cl:9])[H:25],28,2,583,1
[H:26][c:11]1[c:10]([c:8]([c:7]([c:6]2[c:12]1[C@@:13]([C@@:2]([C:3]([C:4]([C:5]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:17])[N:1]([H:15])[H:16])([H:27])[O:14][H:28])[H:24])[Cl:9])[H:25],28,2,583,2
[H:26][c:11]1[c:10]([c:8]([c:7]([c:6]2[c:12]1[C@:13]([C@:2]([C:3]([C:4]([C:5]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:17])[N:1]([H:15])[H:16])([H:27])[O:14][H:28])[H:24])[Cl:9])[H:25],28,2,583,3
[H:25][C@@:10]1([C@@:12]([C@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,1
[H:25][C@@:10]1([C@@:12]([C@@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,2
[H:25][C@@:10]1([C@@:12]([C@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,3
[H:25][C@@:10]1([C@@:12]([C@@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,4
[H:25][C@@:10]1([C@@:12]([C@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,5
[H:25][C@@:10]1([C@@:12]([C@@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,6
[H:25][C@@:10]1([C@@:12]([C@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,7
[H:25][C@@:10]1([C@@:12]([C@@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,8
[H:25][C@:10]1([C@@:12]([C@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,9
[H:25][C@:10]1([C@@:12]([C@@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,10
[H:25][C@:10]1([C@@:12]([C@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,11
[H:25][C@:10]1([C@@:12]([C@@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,12
[H:25][C@:10]1([C@@:12]([C@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,13
[H:25][C@:10]1([C@@:12]([C@@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,14
[H:25][C@:10]1([C@@:12]([C@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,15
[H:25][C@:10]1([C@@:12]([C@@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,16
[H:25][C@@:10]1([C@:12]([C@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,17
[H:25][C@@:10]1([C@:12]([C@@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,18
[H:25][C@@:10]1([C@:12]([C@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,19
[H:25][C@@:10]1([C@:12]([C@@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,20
[H:25][C@@:10]1([C@:12]([C@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,21
[H:25][C@@:10]1([C@:12]([C@@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,22
[H:25][C@@:10]1([C@:12]([C@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,23
[H:25][C@@:10]1([C@:12]([C@@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,24
[H:25][C@:10]1([C@:12]([C@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,25
[H:25][C@:10]1([C@:12]([C@@:2]([O:3][C@@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,26
[H:25][C@:10]1([C@:12]([C@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,27
[H:25][C@:10]1([C@:12]([C@@:2]([O:3][C@:4]([C@@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,28
[H:25][C@:10]1([C@:12]([C@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,29
[H:25][C@:10]1([C@:12]([C@@:2]([O:3][C@@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,30
[H:25][C@:10]1([C@:12]([C@:2]([O:3][C@:4]([C@:8]1([H:23])[O:9][H:24])([H:18])[S:5][C:6]([H:19])([H:20])[N:7]([H:21])[H:22])([H:17])[C:1]([H:14])([H:15])[H:16])([H:27])[O:13][H:28])[O:11][H:26],28,5,584,31
[H:16][C@@:4]1([C:8](=[O:9])[N:10]([C@@:11]([C:2](=[O:1])[N:3]1[H:15])([H:23])[C:12]([H:24])([H:25])[C:13]([H:26])([H:27])[O:14][H:28])[H:22])[C:5]([H:17])([H:18])[C:6]([H:19])([H:20])[O:7][H:21],28,2,585,1
[H:23][C@@:11]1([C:2](=[O:1])[N:3]([C@:4]([C:8](=[O:9])[N:10]1[H:22])([H:16])[C:5]([H:17])([H:18])[C:6]([H:19])([H:20])[O:7][H:21])[H:15])[C:12]([H:24])([H:25])[C:13]([H:26])([H:27])[O:14][H:28],28,2,585,2
[H:17][C@@:5]1([C:14]([C@:9]([C:8]([C:7]([C:6]1([H:18])[H:19])([H:20])[H:21])([H:22])[H:23])([H:24])[C:10]([H:25])([H:26])[N:11]=[C:12]=[O:13])([H:27])[H:28])[C:4]([H:15])([H:16])[N:3]=[C:2]=[O:1],28,2,586,1
[H:17][C@:5]1([C:14]([C@:9]([C:8]([C:7]([C:6]1([H:18])[H:19])([H:20])[H:21])([H:22])[H:23])([H:24])[C:10]([H:25])([H:26])[N:11]=[C:12]=[O:13])([H:27])[H:28])[C:4]([H:15])([H:16])[N:3]=[C:2]=[O:1],28,2,586,2
[H:26][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:27])[H:28])[S:8][C@:7]2([C@:2]([C:3](=[O:4])[C:5]([C:6]2([H:21])[H:22])([H:19])[H:20])([H:18])[C:1]([H:15])([H:16])[H:17])[H:23])[H:24])[H:25],28,2,587,1
[H:26][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:27])[H:28])[S:8][C@:7]2([C@@:2]([C:3](=[O:4])[C:5]([C:6]2([H:21])[H:22])([H:19])[H:20])([H:18])[C:1]([H:15])([H:16])[H:17])[H:23])[H:24])[H:25],28,2,587,2
[H:26][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:27])[H:28])[S:8][C@@:7]2([C@:2]([C:3](=[O:4])[C:5]([C:6]2([H:21])[H:22])([H:19])[H:20])([H:18])[C:1]([H:15])([H:16])[H:17])[H:23])[H:24])[H:25],28,2,587,3
[H:23][c:8]1[c:7]([c:5]([n:4][c:3]([c:9]1[C:10]([H:24])([H:25])[N@:11]2[C@:13]([C:12]2([H:26])[H:27])([H:28])[C:14]#[N:15])[O:2][C:1]([H:16])([H:17])[H:18])[C:6]([H:19])([H:20])[H:21])[H:22],28,2,588,1
[H:23][c:8]1[c:7]([c:5]([n:4][c:3]([c:9]1[C:10]([H:24])([H:25])[N@@:11]2[C@:13]([C:12]2([H:26])[H:27])([H:28])[C:14]#[N:15])[O:2][C:1]([H:16])([H:17])[H:18])[C:6]([H:19])([H:20])[H:21])[H:22],28,2,588,2
[H:23][c:8]1[c:7]([c:5]([n:4][c:3]([c:9]1[C:10]([H:24])([H:25])[N@:11]2[C@@:13]([C:12]2([H:26])[H:27])([H:28])[C:14]#[N:15])[O:2][C:1]([H:16])([H:17])[H:18])[C:6]([H:19])([H:20])[H:21])[H:22],28,2,588,3
[H:16][C@@:3]1([C:10]([C@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,1
[H:16][C@@:3]1([C:10]([C@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,2
[H:16][C@:3]1([C:10]([C@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,3
[H:16][C@:3]1([C:10]([C@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,4
[H:16][C@@:3]1([C:10]([C@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,5
[H:16][C@@:3]1([C:10]([C@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,6
[H:16][C@:3]1([C:10]([C@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,7
[H:16][C@:3]1([C:10]([C@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,8
[H:16][C@@:3]1([C:10]([C@@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,9
[H:16][C@@:3]1([C:10]([C@@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,10
[H:16][C@:3]1([C:10]([C@@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,11
[H:16][C@:3]1([C:10]([C@@:9]2([C@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,12
[H:16][C@@:3]1([C:10]([C@@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,13
[H:16][C@@:3]1([C:10]([C@@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,14
[H:16][C@:3]1([C:10]([C@@:9]2([C@@:6]([O:8]2)([C:5]([C:4]1([H:17])[H:18])([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:24])([H:25])[H:26])[C@@:2]3([C:11]([O:12]3)([H:27])[H:28])[C:1]([H:13])([H:14])[H:15],28,4,589,15
[H:19][c:5]1[c:6]([c:7]2[c:8]([c:3]([c:4]1[H:18])[O:2][C:1]([H:15])([H:16])[H:17])[C@@:9]([C:11]([C:12]([C@@:13]2([H:27])[O:14][H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[O:10][H:22])[H:20],28,2,590,1
[H:19][c:5]1[c:6]([c:7]2[c:8]([c:3]([c:4]1[H:18])[O:2][C:1]([H:15])([H:16])[H:17])[C@:9]([C:11]([C:12]([C@@:13]2([H:27])[O:14][H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[O:10][H:22])[H:20],28,2,590,2
[H:19][c:5]1[c:6]([c:7]2[c:8]([c:3]([c:4]1[H:18])[O:2][C:1]([H:15])([H:16])[H:17])[C@@:9]([C:11]([C:12]([C@:13]2([H:27])[O:14][H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[O:10][H:22])[H:20],28,2,590,3
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@:5]3([C@@:14]([N:13]2[H:27])([N@@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,1
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@:5]3([C@@:14]([N:13]2[H:27])([N@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,2
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@@:5]3([C@@:14]([N:13]2[H:27])([N@@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,3
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@@:5]3([C@@:14]([N:13]2[H:27])([N@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,4
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@:5]3([C@:14]([N:13]2[H:27])([N@@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,5
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@:5]3([C@:14]([N:13]2[H:27])([N@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,6
[H:24][c:9]1[c:10]([c:11]([c:12]2[c:7]([c:8]1[H:23])[C@@:5]3([C@:14]([N:13]2[H:27])([N@@:2]([C:3]([C:4]3([H:20])[H:21])([H:18])[H:19])[C:1]([H:15])([H:16])[H:17])[H:28])[O:6][H:22])[H:26])[H:25],28,2,591,7
[H:25][c:9]1[c:8]([c:7]([c:13]([c:11]([c:10]1[H:26])[O:12][H:27])[H:28])[C@:6]2([C@:4]([C:5]2([H:21])[H:22])([H:20])[N:2]([C:1]([H:14])([H:15])[H:16])[C:3]([H:17])([H:18])[H:19])[H:23])[H:24],28,2,592,1
[H:25][c:9]1[c:8]([c:7]([c:13]([c:11]([c:10]1[H:26])[O:12][H:27])[H:28])[C@:6]2([C@@:4]([C:5]2([H:21])[H:22])([H:20])[N:2]([C:1]([H:14])([H:15])[H:16])[C:3]([H:17])([H:18])[H:19])[H:23])[H:24],28,2,592,2
[H:25][c:9]1[c:8]([c:7]([c:13]([c:11]([c:10]1[H:26])[O:12][H:27])[H:28])[C@@:6]2([C@:4]([C:5]2([H:21])[H:22])([H:20])[N:2]([C:1]([H:14])([H:15])[H:16])[C:3]([H:17])([H:18])[H:19])[H:23])[H:24],28,2,592,3
[H:22][C@@:7]1([C:12]([N:13]([C@:2]([C:5]([O:6]1)([H:20])[H:21])([C:1]([H:14])([H:15])[H:16])[C:3]([H:17])([H:18])[O:4][H:19])[H:28])([H:26])[H:27])[C:8]([H:23])([H:24])[C:9](=[O:10])[O:11][H:25],28,2,593,1
[H:22][C@@:7]1([C:12]([N:13]([C@@:2]([C:5]([O:6]1)([H:20])[H:21])([C:1]([H:14])([H:15])[H:16])[C:3]([H:17])([H:18])[O:4][H:19])[H:28])([H:26])[H:27])[C:8]([H:23])([H:24])[C:9](=[O:10])[O:11][H:25],28,2,593,2
[H:22][C@:7]1([C:12]([N:13]([C@:2]([C:5]([O:6]1)([H:20])[H:21])([C:1]([H:14])([H:15])[H:16])[C:3]([H:17])([H:18])[O:4][H:19])[H:28])([H:26])[H:27])[C:8]([H:23])([H:24])[C:9](=[O:10])[O:11][H:25],28,2,593,3
[H:25][c:9]1[c:10]([c:11]([c:13]([c:14]([c:8]1[C@:7]2([C@:2]([N:3]([C:4]([C:5]([O:6]2)([H:22])[H:23])([H:20])[H:21])[H:19])([H:18])[C:1]([H:15])([H:16])[H:17])[H:24])[H:28])[H:27])[Cl:12])[H:26],28,2,594,1
[H:25][c:9]1[c:10]([c:11]([c:13]([c:14]([c:8]1[C@:7]2([C@@:2]([N:3]([C:4]([C:5]([O:6]2)([H:22])[H:23])([H:20])[H:21])[H:19])([H:18])[C:1]([H:15])([H:16])[H:17])[H:24])[H:28])[H:27])[Cl:12])[H:26],28,2,594,2
[H:25][c:9]1[c:10]([c:11]([c:13]([c:14]([c:8]1[C@@:7]2([C@:2]([N:3]([C:4]([C:5]([O:6]2)([H:22])[H:23])([H:20])[H:21])[H:19])([H:18])[C:1]([H:15])([H:16])[H:17])[H:24])[H:28])[H:27])[Cl:12])[H:26],28,2,594,3
[H:22][C:8]1=[C:9]([C@@:5]2([C@:4]3([C:3](=[C:2]([C:12]([C@@:11]3([C@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,1
[H:22][C:8]1=[C:9]([C@@:5]2([C@@:4]3([C:3](=[C:2]([C:12]([C@@:11]3([C@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,2
[H:22][C:8]1=[C:9]([C@:5]2([C@:4]3([C:3](=[C:2]([C:12]([C@@:11]3([C@@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,3
[H:22][C:8]1=[C:9]([C@:5]2([C@@:4]3([C:3](=[C:2]([C:12]([C@@:11]3([C@@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,4
[H:22][C:8]1=[C:9]([C@@:5]2([C@:4]3([C:3](=[C:2]([C:12]([C@:11]3([C@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,5
[H:22][C:8]1=[C:9]([C@@:5]2([C@@:4]3([C:3](=[C:2]([C:12]([C@:11]3([C@:7]1([C:6]2([H:19])[H:20])[H:21])[H:26])([H:27])[H:28])[C:1]([H:13])([H:14])[H:15])[H:16])[H:17])[H:18])[C:10]([H:23])([H:24])[H:25],28,4,595,6
